,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Customer_Age,Years_Since_Enrollment
1105,PhD,Single,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,Accept,No,39,11
1106,Graduation,Single,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,Refuse,No,74,11
1107,Graduation,Married,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,Refuse,No,67,11
1108,Graduation,Married,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,Refuse,No,58,11
1109,Master,Married,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,Refuse,No,68,11
1111,Graduation,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,Refuse,No,49,11
1112,Graduation,Married,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,Refuse,No,61,11
1113,Graduation,Married,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,Refuse,No,52,11
1114,Graduation,Divorced,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,Refuse,No,65,12
1115,Basic,Married,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,Refuse,No,77,12
1116,Master,Single,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,Refuse,No,59,12
1117,Graduation,Married,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,Refuse,No,58,12
1119,PhD,Married,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,Refuse,No,67,12
1120,PhD,Married,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,Refuse,No,61,12
1121,PhD,Married,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,Refuse,No,57,12
1122,Graduation,Divorced,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,Refuse,No,72,10
1123,Graduation,Married,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,Refuse,No,65,10
1124,PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,Refuse,No,64,10
1125,PhD,Married,69805.0,0,1,50,750,71,174,13,10,20,2,6,8,11,2,Refuse,No,72,10
1126,2n Cycle,Single,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,Refuse,No,46,11
1127,Graduation,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,Refuse,No,51,11
1128,Master,Married,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,Refuse,No,52,11
1129,PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,Refuse,No,50,11
1130,2n Cycle,Married,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,Refuse,No,72,11
1131,PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,Refuse,No,70,11
1132,Master,Divorced,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,Refuse,No,61,11
1133,Master,Married,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,Refuse,No,55,11
1134,Graduation,Married,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,Refuse,No,73,11
1135,Graduation,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,Refuse,No,68,11
1136,PhD,Married,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,Refuse,No,48,11
1137,Graduation,Divorced,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,Refuse,No,63,11
1138,Graduation,Married,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,Refuse,No,48,12
1139,Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,Accept,No,61,12
1140,Graduation,Married,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,Refuse,No,72,12
1141,Graduation,Married,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,Refuse,No,68,12
1142,Graduation,Single,26816.0,0,0,50,5,1,6,3,4,3,1,0,0,3,4,Refuse,No,38,12
1143,2n Cycle,Married,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,Refuse,No,48,12
1144,Master,Married,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,Refuse,No,58,10
1145,Master,Married,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,Refuse,No,71,10
1146,Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,Refuse,No,65,10
1147,Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,Refuse,No,40,10
1148,Graduation,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,Refuse,No,61,11
1150,Graduation,Married,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,Refuse,No,51,11
1151,Graduation,Married,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,Refuse,No,49,11
1152,Graduation,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,Refuse,No,55,11
1154,PhD,Married,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,Refuse,No,60,11
1155,PhD,Married,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,Refuse,No,62,11
1156,Graduation,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,Refuse,No,72,11
1157,Graduation,Married,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,Refuse,No,41,11
1158,2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,Refuse,No,72,11
1159,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,Refuse,No,70,11
1161,2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,Refuse,No,65,11
1162,Master,Married,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,Refuse,No,58,11
1163,Graduation,Single,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,Refuse,No,59,11
1164,Graduation,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,Refuse,No,46,11
1165,Graduation,Married,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,Refuse,No,35,11
1166,Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,Refuse,No,39,11
1167,Graduation,Married,41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,Refuse,No,44,12
1168,Master,Divorced,81380.0,0,0,51,741,68,689,224,68,103,1,4,2,10,2,Refuse,No,57,12
1169,Graduation,Married,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,Refuse,No,43,12
1170,Graduation,Divorced,25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,Refuse,No,53,12
1171,Graduation,Married,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,Accept,No,40,12
1172,Master,Married,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,Refuse,No,47,10
1173,Graduation,Married,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,Refuse,No,72,10
1174,PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,Refuse,No,69,10
1175,2n Cycle,Married,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,Refuse,No,35,10
1176,Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,Refuse,No,33,10
1177,Graduation,Widow,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,Refuse,No,75,10
1178,Graduation,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,Refuse,No,66,10
1179,Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,Refuse,No,48,11
1180,Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,Refuse,No,39,11
1181,PhD,Married,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,Refuse,No,76,11
1183,Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,Refuse,No,54,11
1184,Master,Married,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,Refuse,No,68,11
1185,Master,Married,52247.25135379061,1,1,52,375,42,48,94,66,96,7,4,10,4,3,Refuse,No,55,11
1186,PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,Refuse,No,61,11
1187,Master,Single,8820.0,1,1,52,12,0,13,4,2,4,4,3,0,3,8,Refuse,No,72,11
1188,Basic,Married,14918.0,0,1,52,3,3,3,15,4,15,1,1,0,3,6,Refuse,No,61,12
1189,Graduation,Married,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,Refuse,No,50,12
1190,Basic,Married,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,Refuse,No,46,12
1192,Master,Married,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,Accept,No,72,12
1193,2n Cycle,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,Refuse,No,59,12
1194,PhD,Married,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,Refuse,No,41,10
1195,Graduation,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,Refuse,No,66,10
1196,Graduation,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,Refuse,No,46,10
1197,Graduation,Married,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,Refuse,No,68,10
1198,2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,Refuse,No,42,11
1199,Master,Married,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,Refuse,No,77,11
1200,Master,Divorced,59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,Refuse,No,72,11
1201,2n Cycle,Married,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,Refuse,No,48,11
1202,Master,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,Refuse,No,81,11
1203,Graduation,Married,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,Refuse,No,52,11
1204,Graduation,Married,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,Refuse,No,59,11
1205,PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,Refuse,No,53,11
1206,Master,Married,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,Refuse,No,42,11
1207,Graduation,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,Refuse,No,53,11
1208,PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,Accept,No,81,11
1210,Master,Divorced,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,Accept,No,74,12
1211,PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,Accept,No,74,12
1212,Graduation,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,Accept,No,67,12
1213,2n Cycle,Married,52247.25135379061,0,0,53,32,2,1607,12,4,22,0,0,0,1,0,Refuse,No,46,12
1214,Graduation,Divorced,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,Accept,No,47,10
1215,Graduation,Divorced,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,Refuse,No,66,10
1216,PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,Refuse,No,57,10
1217,PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,Refuse,No,76,10
1219,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,Refuse,No,52,10
1221,PhD,Married,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,Refuse,No,67,10
1222,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,Refuse,No,51,10
1224,Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,Refuse,No,72,10
1225,Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,Refuse,No,51,11
1226,Graduation,Married,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,Refuse,No,41,11
1227,PhD,Married,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,Refuse,No,42,11
1229,Graduation,Married,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,Refuse,No,53,11
1230,2n Cycle,Married,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,Refuse,No,57,11
1231,PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,Refuse,No,49,11
1232,Graduation,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,Accept,No,46,11
1233,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,Refuse,No,52,11
1234,PhD,Married,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,Refuse,No,72,11
1235,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,Refuse,No,69,11
1237,Graduation,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,Refuse,No,76,11
1238,Graduation,Married,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,Refuse,No,46,11
1239,Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,Refuse,No,56,11
1240,Graduation,Married,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,Refuse,No,51,11
1241,Graduation,Single,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,Refuse,No,47,11
1242,Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,Accept,No,62,12
1243,2n Cycle,Married,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,Refuse,No,60,12
1244,PhD,Married,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,Accept,No,47,12
1245,Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,Refuse,No,59,12
1246,Graduation,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,Accept,No,43,10
1247,Graduation,Married,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,Refuse,No,48,10
1248,Graduation,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,Refuse,No,59,10
1249,Graduation,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,Refuse,No,49,10
1250,Graduation,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,Refuse,No,64,10
1251,Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,Refuse,No,64,10
1252,Master,Single,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,Refuse,No,73,11
1253,PhD,Married,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,Refuse,No,59,11
1254,2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,Refuse,No,64,11
1255,Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,Refuse,No,64,11
1256,Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,Refuse,No,61,11
1257,PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,Accept,No,63,11
1258,Master,Married,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,Accept,No,69,12
1259,Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,Refuse,No,68,12
1260,Graduation,Married,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,Refuse,No,56,12
1262,PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,Accept,No,70,12
1263,Graduation,Married,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,Refuse,No,30,12
1264,Graduation,Married,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,Refuse,No,59,12
1265,PhD,Married,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,Accept,No,52,12
1266,PhD,Married,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,Refuse,No,78,10
1268,Master,Divorced,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,Refuse,No,69,10
1269,Graduation,Married,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,Refuse,No,45,10
1271,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,Refuse,No,73,10
1272,PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,Refuse,No,56,10
1273,Master,Married,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,Refuse,No,55,10
1274,2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,Refuse,No,42,10
1275,PhD,Married,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,Accept,No,40,10
1276,Master,Married,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,Refuse,No,50,10
1277,Master,Married,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,Refuse,No,50,11
1278,Graduation,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,Refuse,No,55,11
1279,PhD,Married,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,Refuse,No,33,11
1281,Master,Married,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,Refuse,No,43,11
1282,PhD,Married,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,Refuse,No,53,11
1283,Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,Refuse,No,45,11
1285,Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,Refuse,No,35,11
1287,Graduation,Married,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,Refuse,No,48,11
1288,Graduation,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,Refuse,No,49,11
1289,Master,Married,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,Refuse,No,61,11
1291,Graduation,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,Refuse,No,51,11
1292,Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,Refuse,No,67,11
1293,PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,Refuse,No,75,11
1294,Graduation,Married,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,Refuse,No,53,11
1295,Graduation,Married,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,Refuse,No,55,11
1296,Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,Accept,No,68,11
1297,Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,Accept,No,40,12
1298,2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,Accept,Yes,29,12
1299,PhD,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,Refuse,No,49,12
1300,Graduation,Married,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,Refuse,No,75,12
1301,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,Accept,No,47,12
1303,PhD,Married,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,Refuse,No,76,10
1304,2n Cycle,Divorced,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,Refuse,No,60,10
1305,PhD,Married,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,Refuse,No,70,10
1306,2n Cycle,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,Refuse,No,52,10
1307,PhD,Married,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,Refuse,No,73,11
1308,Graduation,Married,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,Refuse,No,64,11
1309,Graduation,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,Refuse,No,56,11
1310,Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,Refuse,No,76,11
1311,PhD,Widow,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,Refuse,No,77,11
1312,Graduation,Single,52247.25135379061,1,0,57,11,3,22,2,2,6,2,2,0,3,6,Refuse,No,42,11
1313,Graduation,Single,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,Refuse,No,42,11
1314,Graduation,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,Refuse,No,46,11
1316,Graduation,Married,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,Refuse,No,72,11
1319,PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,Refuse,No,56,11
1320,Master,Married,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,Refuse,No,73,11
1321,PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,Refuse,No,46,11
1322,PhD,Married,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,Refuse,No,59,11
1323,PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,Refuse,No,48,12
1324,Master,Married,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,Refuse,No,55,12
1325,PhD,Married,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,Refuse,No,72,12
1326,Graduation,Married,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,Refuse,No,43,12
1327,Graduation,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,Refuse,No,36,10
1328,PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,Refuse,No,76,10
1329,Graduation,Married,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,Refuse,No,72,10
1330,Graduation,Married,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,Refuse,No,59,10
1331,PhD,Married,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,Refuse,No,56,10
1332,Graduation,Single,65333.0,0,1,58,654,7,92,0,15,30,7,9,4,8,6,Refuse,No,51,10
1333,Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,Refuse,No,72,11
1334,Graduation,Married,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,Refuse,No,53,11
1335,Graduation,Married,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,Refuse,No,77,11
1336,Graduation,Married,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,Refuse,Yes,69,11
1337,Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,Refuse,No,42,11
1338,Graduation,Single,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,Accept,No,53,11
1339,Graduation,Single,79244.0,0,0,58,471,102,125,212,61,245,1,4,10,7,1,Accept,No,31,12
1340,PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,Accept,No,67,12
1341,Graduation,Single,58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,Accept,No,67,12
1342,Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,Refuse,No,71,10
1343,PhD,Married,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,Refuse,No,69,10
1344,Graduation,Married,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,Refuse,No,48,10
1345,Graduation,Married,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,Refuse,No,52,11
1346,Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,Refuse,No,49,11
1347,Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,Refuse,No,52,11
1349,Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,Refuse,No,53,11
1350,PhD,Widow,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,Refuse,No,81,11
1351,Graduation,Married,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,Refuse,No,45,11
1352,Graduation,Married,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,Refuse,No,47,11
1353,Basic,Married,7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,Refuse,No,48,12
1354,PhD,Married,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,Refuse,No,53,12
1355,PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,Refuse,No,47,12
1356,Graduation,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,Refuse,No,73,10
1357,PhD,Married,84117.0,0,0,60,611,76,749,59,45,26,1,7,10,6,2,Refuse,No,68,10
1358,2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,Refuse,No,66,10
1359,Master,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,Refuse,No,51,11
1360,Graduation,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,Refuse,No,56,11
1361,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,Refuse,No,59,11
1363,Graduation,Widow,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,Refuse,No,75,11
1364,Graduation,Married,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,Refuse,No,51,11
1365,Master,Married,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,Refuse,No,73,11
1366,PhD,Married,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,Refuse,No,57,11
1367,Graduation,Married,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,Refuse,No,72,11
1368,Graduation,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,Accept,No,34,11
1369,PhD,Married,82333.0,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,Accept,No,38,11
1370,Graduation,Widow,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,Accept,No,75,11
1371,PhD,Married,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,Refuse,No,42,11
1372,Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,Refuse,No,68,12
1373,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,Accept,No,45,12
1375,PhD,Married,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,Refuse,No,37,12
1376,Master,Married,81929.0,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,Accept,No,48,12
1377,PhD,Married,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,Refuse,No,71,12
1378,Master,Married,60432.0,0,1,61,365,3,15,4,3,11,5,7,2,5,6,Refuse,No,51,10
1379,Master,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,Refuse,No,67,10
1380,Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,Refuse,No,65,10
1381,2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,Refuse,No,49,11
1382,PhD,Married,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,Refuse,No,52,11
1383,PhD,Married,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,Refuse,No,65,11
